f1,f2,card_name,fight_date,fights_location,fight_url
Andre Fialho,Cameron VanCamp,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",http://www.ufcstats.com/fight-details/397dd9a8694ef413
Tracy Cortez,Melissa Gatto,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",http://www.ufcstats.com/fight-details/60d9d50b763adc62
CJ Vergara,Kleydson Rodrigues,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",http://www.ufcstats.com/fight-details/8289033e03b4d9a3
Loopy Godinez,Ariane Carnelossi,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",http://www.ufcstats.com/fight-details/88455c967a7ef6fc
Journey Newson,Fernie Garcia,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",http://www.ufcstats.com/fight-details/430309e0f8a315d5
Marlon Vera,Rob Font,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5ae5eb729c6bb169
Andrei Arlovski,Jake Collier,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/eb277b5ea2a19124
Joanderson Brito,Andre Fili,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/632c2d4ed12f2bdf
Grant Dawson,Jared Gordon,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7c8701bb78cb4de8
Darren Elkins,Tristan Connelly,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/760e3f292b834637
Krzysztof Jotko,Gerald Meerschaert,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6b956992204ec040
Alexandr Romanov,Chase Sherman,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d2484d74f819d813
Francisco Figueiredo,Daniel Lacerda,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7e4b7a70838e5ba4
Gabe Green,Yohan Lainesse,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5b731da9e4be4391
Natan Levy,Mike Breeden,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9217ecc287ac482d
Shanna Young,Gina Mazany,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/80cf37627a129145
Jessica Andrade,Amanda Lemos,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3a3ac7b3987f6799
Claudio Puelles,Clay Guida,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6017351e164dbca3
Maycee Barber,Montana De La Rosa,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a45d4327bc82bc28
Charles Jourdain,Lando Vannata,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/173d576e6247a88a
Marc-Andre Barriault,Jordan Wright,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/992e84bf59837e21
Sergey Khandozhko,Dwight Grant,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9b8a82276f06829f
Tyson Pedro,Ike Villanueva,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e8c57c6259193466
Aoriqileng,Cameron Else,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/926977ec3ed0ebe1
Preston Parsons,Evan Elder,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e4d946470fd150fe
Philipe Lins,Marcin Prachnio,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6a4ba72b084193b5
Mike Jackson,Dean Barry,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7cf7960c6ccb5fa1
Belal Muhammad,Vicente Luque,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6d4b6224f26572f9
Caio Borralho,Gadzhi Omargadzhiev,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a0a120c50d93f70a
Andre Fialho,Miguel Baeza,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7c5fc3fc7be4a997
Mayra Bueno Silva,Wu Yanan,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2e94ee4b9f5fddea
Pat Sabatini,TJ Laramie,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4f6e7159e77d4215
Mounir Lazzez,Ange Loosa,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/559031e51ced0b53
Devin Clark,William Knight,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b09f8cd4cbd7ba56
Pannie Kianzad,Lina Lansberg,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c20e6697335c3b3d
Drakkar Klose,Brandon Jenkins,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/74c58b9d638c5eaa
Rafa Garcia,Jesse Ronson,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0987b3f785e26d1c
Martin Buday,Chris Barnett,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1ceab8fa45996f51
Jordan Leavitt,Trey Ogden,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/eac46cfead228e11
Sam Hughes,Istela Nunes,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0daf776bd222daad
Alatengheili,Kevin Croom,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fb7ebdda8658fa05
Alexander Volkanovski,Chan Sung Jung,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/dc0ab34f1952cb48
Aljamain Sterling,Petr Yan,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/9a8964b148cb5923
Khamzat Chimaev,Gilbert Burns,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/394b0347b0438622
Mackenzie Dern,Tecia Pennington,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/d8945e21a63e2451
Mark Madsen,Vinc Pichel,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/15311d4b33d93004
Ian Machado Garry,Darian Weeks,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/313b85fe82b2ba80
Anthony Hernandez,Josh Fremd,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/7c6ed5b3d830d0cb
Raquel Pennington,Aspen Ladd,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/88c6e7f71b79fd65
Mike Malott,Mickey Gall,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/7458a37feabf8788
Aleksei Oleinik,Jared Vanderaa,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/278b965694e563b2
Piera Rodriguez,Kay Hansen,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/9e52a67410f2c879
Julio Arce,Daniel Santos,UFC 273: Volkanovski vs. The Korean Zombie,"April 09, 2022","Jacksonville, Florida, USA",http://www.ufcstats.com/fight-details/313c36ce9bde6cf6
Curtis Blaydes,Chris Daukaus,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/c4e866d9dd606faa
Alexa Grasso,Joanne Wood,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/1b650c76387c0f4b
Bryan Barberena,Matt Brown,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/f3c37e23ca30c87d
Kai Kara-France,Askar Askarov,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/410e65e4d1782bfc
Neil Magny,Max Griffin,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/3f92025b29e06bfd
Marc Diakiese,Viacheslav Borshchev,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/f6afaf2a39fa441c
Sara McMann,Karol Rosa,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/bb31c77bddd1317e
Chris Gutierrez,Batgerel Danaa,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/d0b7a79d3e7f3362
Aliaskhab Khizriev,Denis Tiuliulin,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/6ed495c177d69a3a
Manon Fiorot,Jennifer Maia,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/3ecccdab76baa59c
Matheus Nicolau,David Dvorak,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/82b2b97b85c7225c
Luis Saldana,Bruno Souza,UFC Fight Night: Blaydes vs. Daukaus,"March 26, 2022","Columbus, Ohio, USA",http://www.ufcstats.com/fight-details/97e522591ac7eb29
Tom Aspinall,Alexander Volkov,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/06641a8c62e45661
Arnold Allen,Dan Hooker,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/ce3d94186567a684
Paddy Pimblett,Kazula Vargas,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/001441f70c293931
Gunnar Nelson,Takashi Sato,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/bcd1e1d71a172d53
Molly McCann,Luana Carolina,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/5a878a6bebc973d7
Ilia Topuria,Jai Herbert,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/a200b5dcbdd2506e
Makwan Amirkhani,Mike Grundy,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/6e705b2365bc03fa
Sergei Pavlovich,Shamil Abdurakhimov,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/ae989e21c3839b49
Paul Craig,Nikita Krylov,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/766b4f5e77ab0860
Jack Shore,Timur Valiev,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/53d0df57a917c6a0
Elise Reed,Cory McKenna,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/5e378c52f26935d6
Muhammad Mokaev,Cody Durden,UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",http://www.ufcstats.com/fight-details/4c7e55061dc3bf89
Magomed Ankalaev,Thiago Santos,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8aa16cc1ba99aac1
Song Yadong,Marlon Moraes,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9b46a662b8fa1d8d
Sodiq Yusuff,Alex Caceres,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/70b8d357e89383bd
Khalil Rountree Jr.,Karl Roberson,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/23eec2d9cb2d78cd
Drew Dober,Terrance McKinney,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/463fac0e48505b62
Alex Pereira,Bruno Silva,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/226884e46a10865d
Matthew Semelsberger,AJ Fletcher,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3b06c512abfa0494
JJ Aldrich,Gillian Robertson,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/26fbee4ed13ff35d
Javid Basharat,Trevin Jones,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b70313eae7c24b27
Damon Jackson,Kamuela Kirk,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5cad3ab6553e9ec9
Miranda Maverick,Sabina Mazo,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b55de7d791b9f62d
Cody Brundage,Dalcha Lungiambula,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9cb78122a23e6a7d
Guido Cannetti,Kris Moutinho,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b400c29fbeee0206
Azamat Murzakanov,Tafon Nchukwi,UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f10c2c84652ef573
Colby Covington,Jorge Masvidal,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d03d0abf331df751
Rafael Dos Anjos,Renato Moicano,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/838bb84a5a976a9c
Bryce Mitchell,Edson Barboza,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/abd45edc07a8d9e3
Kevin Holland,Alex Oliveira,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/43b43c5d439b2f98
Serghei Spivac,Greg Hardy,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/cda06ff86cfe4f5f
Jalin Turner,Jamie Mullarkey,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fce6ab43b7d09aa4
Marina Rodriguez,Yan Xiaonan,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9321b3c90ea5ca6c
Nicolae Negumereanu,Kennedy Nzechukwu,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ee278a5a25744cac
Maryna Moroz,Mariya Agapova,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c6fc43c351b08bda
Umar Nurmagomedov,Brian Kelleher,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/59d44b6888885500
Tim Elliott,Tagir Ulanbekov,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c420c376cc1d149c
Ludovit Klein,Devonte Smith,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/36d9337a27b71ba9
Dustin Jacoby,Michal Oleksiejczuk,UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d5323490163dde0e
Islam Makhachev,Bobby Green,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2f4d42e0b9696f71
Wellington Turman,Misha Cirkunov,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/01468f766dd7385c
Priscila Cachoeira,Ji Yeon Kim,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c4eb14c3de579842
Arman Tsarukyan,Joel Alvarez,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8515f07911765f89
Armen Petrosyan,Gregory Rodrigues,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/84d633d4a9fbf331
Ignacio Bahamondes,Rongzhu,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/61a20ff34b6948ba
Josiane Nunes,Ramona Pascual,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f087a10a6f2bcc99
Terrance McKinney,Fares Ziam,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/cb1f27818d46af0e
Jonathan Martinez,Alejandro Perez,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/901e62b7af57f559
Ramiz Brahimaj,Micheal Gillmore,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c5d5fcf290cc029e
Carlos Hernandez,Victor Altamirano,UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/181ceedcacc01d48
Jamahal Hill,Johnny Walker,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f7865e5a6d009a87
Kyle Daukaus,Jamie Pickett,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/99fd8396cbe1df03
Parker Porter,Alan Baudot,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/93026443e5140415
Jim Miller,Nikolas Motta,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/958799d957945a3a
Joaquin Buckley,Abdul Razak Alhassan,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/04e2d50c24a88dbd
David Onama,Gabriel Benitez,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/25da52bc590ef664
Stephanie Egger,Jessica-Rose Clark,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e36a5d4d53b97d4e
Chas Skelly,Mark Striegl,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2d8db91f91f68069
Gloria de Paula,Diana Belbita,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/33cc40fc1da409d3
Chad Anheliger,Jesse Strader,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ea63f56779100678
Jonathan Pearce,Christian Rodriguez,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/528c208293bdef13
Mario Bautista,Jay Perrin,UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8cd583f6d10692bc
Israel Adesanya,Robert Whittaker,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/ca8f73d038c4d6e7
Tai Tuivasa,Derrick Lewis,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/bb42336d6417914c
Jared Cannonier,Derek Brunson,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/18a1617ee7356352
Renato Moicano,Alexander Hernandez,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/238832b58a66ae07
Bobby Green,Nasrat Haqparast,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/388adad23aaa9d39
Andrei Arlovski,Jared Vanderaa,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/81c22cfa22002ea4
Casey O'Neill,Roxanne Modafferi,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/b1e048825b5bbe1c
Kyler Phillips,Marcelo Rojo,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/a0ba726da4a50458
Carlos Ulberg,Fabio Cherant,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/3bebd99d5f94bec7
Ronnie Lawrence,Mana Martinez,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/19e742ccaa09cf08
Jacob Malkoun,AJ Dobson,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/c16bda7548181613
Douglas Silva de Andrade,Sergey Morozov,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/821bef3a3394dd96
Jeremiah Wells,Blood Diamond,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/507080ccded73591
Maxim Grishin,William Knight,UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",http://www.ufcstats.com/fight-details/6708f3a32861038a
Sean Strickland,Jack Hermansson,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4b67a1875390e7ad
Nick Maximov,Punahele Soriano,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ace166f26c2ac2e8
Shavkat Rakhmonov,Carlston Harris,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6b4c2cc27855506a
Brendan Allen,Sam Alvey,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0730c4e6fb247fa1
Bryan Battle,Tresean Gore,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0489b42ac0ab6d4b
Julian Erosa,Steven Peterson,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/208c5dc52ccfd47a
John Castaneda,Miles Johns,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c816a969cb001168
Hakeem Dawodu,Michael Trizano,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/84ebbad426d25713
Chidi Njokuani,Marc-Andre Barriault,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f9ab966e63968c15
Alexis Davis,Julija Stoliarenko,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/673ed36fa5c12d5f
Jailton Almeida,Danilo Marques,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e82f15afac3dac93
Phil Rowe,Jason Witt,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/342779192b116314
Malcolm Gordon,Denys Bondar,UFC Fight Night: Hermansson vs. Strickland,"February 05, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1765fc442ea03873
